label,tweets
2,Miller is a war criminal. Chris Wallace presses Stephen Miller on 'send her back' chant at Trump rally -
1,"3. He did not separate families at the camps- which were only for criminal holdings UNTIL trump changed the policy 4. He like everyone else is a human being, there is no us or them we are one whole species, stop acting like illegal alien is some kind of mut"
1,Send Her Back because Fuck Off is too rude
1,Ok so we send them back to their countries then right?
1,"Ill say it then... send them back. Be an American, follow the Constitution and speak English, or go someplace else. and the rest of the socialist treasonous politicians need to be in jail."
1,Get over with this! Do you remember when was trending send Melania back? No body in the press came to her rescue!
2,"was glad to see you disavow the send her back, chant. Hopefully in the"
1,"House Democrats are as diverse as America, and will fight for healthcare, fair wages and against corruption. To compare th"
2,"As you can see, I did nothing to lead people on, apart from a series of racist tweets and then personally attacking Il"
1,I wonder if indigenous native Americans could chant Send them back to all those who've settled on their land these last few hundred years?
1,"Most people are great patriots who love their Country and theyre YOUR SUPPOERS! Send them back is not a racist chant, doesnt matter what color skin, hair and eyes someone has if they dont like the Country theyre free to leave!"
1,Send her back Send her back Send her back.
2,The crowd at the Trump rally cheering Send her back is chilling. I fear for Ilhan Omars safety. If anything happens
1,"'If you bring your child to America illegally, we will send them back! We need stronger and more secured borders.' These are just a few things Obama said many times. He was called the deporter-in-chief for a reason. Nobody deported illegal immigrants more than Obama."
2,White Supremacists in the White House. Our tax $$ at work. Fox News' Chris Wallace questions Stephen Miller on Trump an
1,"So un American that the border was once manufactured,then a crisis, then concentration camps nothing about helping secure America from the illegal alien Invaders. Do nothing Demonrats you'll have a great future. NOT!"
2,"Also ICYMI, wrote up this moment from earlier when Fox News Chris Wallace hammered Stephen Miller after he claimed Trump made clear that he didnt condone his supporters racist send her back chants at his rally last week."
2,Degredation of the USA 'Today that Grand Old Party has devolved into a personality cult surrounding a racist demagogue who incites a mob to chant about a Somali-American member of Congress Send her back!' Nicholas Kristof NYT
1,MCCAHY No One Really Wants to Send Her Back
1,"Send her back, to bed."
2,Megan Rapinoe Slams Send Her Back Chants Disgusting and Despicable via
1,Invasion...send them all back! This isnt the behavior or mentality that America wants or needs. They obviously werent feeling for their lives. Arm border patrol!
1,Words really do matter. What comes out of a leaders mouth especially matters. I started to think deeply about 'send them back' and pictured my team at Tmunity...In that imaginary action alone I wiped out the majority of Tmunity's enterprise value and 100% of its moral value.
1,Most Americans disagree with Trump's go back tweets CBS News poll - CBS News. 40% agree with the send them back rhetoric.
2,How small a statement - and so very wrong. Seems Laura tRump started the Send her back chant? Wow.
1,"I'm waiting for the day when is out with his illegal immigrant wife &amp; people start chanting, Send her back!"
1,TRUMP SAID WHAT DO YOU HAVE TO LOSE-- yeah send them back - i just don`t get it - how anybody but a white person could vote for him- running a business is about making money - but i owned and ethnic resturant - i would be saying no whites allowed
1,They broke our laws...send them back if these cages aren't good enough for them
1,"These atrocities keep happening over and over.Send them back home, they return, kill again. We must stop them all from coming in. We need to provide for our citizens.Let these do gooders go to the illegals &amp; perhaps they can teach them how to take care of themselves."
1,Most of those people are lying just to get the hell out of there pack them up and send them back to Mexico
1,"It doesn't matter if it gets raised to $15, it's negated by all of damn tax increases, and the ILLEGAL IMMIGRANT healthcare that you want us to pay for in California. Fiscal responsibility my ass."
1,Trumpublican plan send them back
2,"Ur right Chuck, Send RIGHT Back over the Wall and NOT Feed them or house them!"
1,I like send them back. You know the same people that complained about PC govt are the same people that are tell to be PC. I'm not with you people.
2,Its only going to get worse Manu and you know this. Send her back is the new lock her up chant. We've seen this movie before I just hope to god people have woken up to this madness and it ends in 2020.
1,Being silent isnt an option. Children dont belong in cages. Adults and families seeking asylum are not illegal. Send her back is rascist. The Squad are revolutionary.
1,They're illegal refugees...Chuck Schumer is the ALIEN!
2,Remember rumps rally when he asked what he should do to stop the border crossings? One guy shouted shoot them. I find it strange that so many magats chanted send her back at the same time. I believe they were told to. Your thoughts?
2,You preach for three days about something that this SOB is doing and then forget and move onto the next horror without ful
2,Did you hear er echo he f-i-l's racist Send her back! with a cute little hand gesture? Yeah. The whole family is racist -- or desperate to hang on to his coattails for fame and fortune.
2,Repugnant #Trump &amp; #GOP supported #racist chants Send her Back at his NC rally yesterday targeting Rep #IlhanOmar is extraordinarily offensive. This is the GOP PAY OF TODAY. SHAMEFUL. History will judge them appropriately. #VOTE2020
2,Clearly you dont understand that the conservatives are the root of hate!! Lock her up? Send her back? How about you educate yourself before you presume to lecture others!
2,"so i went to the trump rally in greenville, the one where they chanted send her back. before that was even said some person called omar a terrorist and said shes with isis. some people said only a third of the arena was saying it but i can assure you it was more than that"
1,Here are some cases of illegal immigrant related crimes
2,"Hey according to your current rules, this is racist. Send him back Send her back. Are you going to apologize?"
2,Send her back is a xenophobic and violence inducing chant that every American should view as extremely dangerous to the
1,"This young girl did not join in ... at first. But as she looks around the big basketball arena, the delirium of the angry grown-ups is contagious. By the end of the 13 seconds, the girl is starting to mouth the words herself. 'Send her back! Send her back!'"
